survey_id,building_name,office_spending_space,personal_workspace,in_out_office,window_distance,exterior_view,sky_view,Parking_view,other_buildings_view,trees_view,other_view,exterior_window_direction,building_floor,workspace_rating,thermal_condition,cool_rating,warm_rating,temperature_alter_ability,temperature_satisfaction,clothing_layers_need,outside_brake_need,temperature_fluctuations_day,temperature_fluctuations_season,fan_usage,leave_workspace,temperature_effect_productivity,blinds_control,overhead_lighting_control,task_light_control,temperature_control,air_quality_control,other_control,no_control,hours_spend,work_time,work_type,work_building_tenure,workspace_tenure,age_range,gender
13953257,B,Personal workspace,Open Office_3,Yes,4,No,Yes,No,No,Yes,No,Facing north (or northeast or northwest),1 to 4,3,4,5,3,1,2,3,4,2,2,1,4,1,No,No,No,No,No,No,Yes,4,All day,Typing,3,3,4,Male
13953444,B,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),1 to 4,4,5,2,2,0,5,1,1,2,2,1,1,4,No,No,Yes,No,No,No,No,4,All day,"Reading, seated",1,1,4,Male
13953616,B,Outside,Open Office_2,Yes,4,No,No,Yes,No,No,No,Facing south (or southeast or southwest),1 to 4,1,1,5,1,1,1,5,5,4,3,1,5,1,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",3,2,5,Female
13953767,B,Personal workspace,Open Office_2,Yes,4,Yes,Yes,No,Yes,Yes,No,Facing east,1 to 4,4,4,3,3,0,4,1,1,4,3,1,1,3,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",3,3,5,Male
13953897,B,Personal workspace,Open Office_2,No,4,No,No,Yes,No,No,No,Facing west,1 to 4,4,4,4,1,0,4,5,1,2,2,1,1,4,No,No,No,No,No,No,Yes,4,Evenings only,Typing,2,1,5,Male
13953922,B,Personal workspace,Open Office_3,Yes,4,Yes,No,Yes,No,Yes,No,Facing east,1 to 4,1,2,3,4,1,2,3,1,5,3,5,1,3,No,No,No,No,No,No,Yes,3,All day,Typing,3,3,5,Female
13954752,B,Personal workspace,Open Office_2,Yes,1,Yes,No,Yes,No,No,No,I don’t know,1 to 4,5,2,5,2,5,3,4,4,4,4,2,2,3,No,No,No,No,No,No,Yes,3,All day,Typing,3,3,5,Female
13955124,B,Outside,Open Office_2,Yes,4,No,Yes,Yes,Yes,Yes,No,I don’t know,1 to 4,1,4,4,1,1,,3,3,5,5,4,5,1,No,No,No,Yes,No,No,No,3,All day,Walking about,2,2,2,Female
13955277,B,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,No,Yes,No,Facing north (or northeast or northwest),1 to 4,4,4,5,3,4,4,5,3,2,2,1,3,3,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",1,3,5,Female
13958024,B,Outside,Open Office_2,Yes,3,Yes,No,Yes,No,Yes,No,I don’t know,1 to 4,4,3,3,1,0,,3,4,1,1,1,1,3,No,No,No,No,No,No,Yes,2,Mixed (some combination of morning/afternoon/evenings),Typing,1,1,2,Female
13958033,B,Personal workspace,Enclosed Office_1,No,3,Yes,Yes,Yes,No,Yes,No,I don’t know,1 to 4,5,5,1,1,1,4,2,2,1,2,5,1,3,No,No,No,No,No,No,Yes,3,Mixed (some combination of morning/afternoon/evenings),Typing,1,1,4,Female
13958145,B,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing north (or northeast or northwest),1 to 4,3,1,5,1,1,,5,5,1,1,2,5,1,No,No,No,No,No,No,Yes,3,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",3,3,3,Female
13953332,B,Outside,Open Office_2,Yes,4,Yes,No,No,No,Yes,No,Facing east,1 to 4,4,4,2,4,1,3,3,4,2,2,1,3,3,No,No,No,No,No,No,Yes,3,Mixed (some combination of morning/afternoon/evenings),Typing,1,1,2,Male
13953466,B,Personal workspace,Open Office_3,Yes,4,No,No,No,No,Yes,No,Facing north (or northeast or northwest),1 to 4,1,5,1,1,1,1,5,5,4,1,3,5,2,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,5,Female
13953485,B,Outside,Open Office_2,Yes,4,No,Yes,No,No,No,No,I don’t know,1 to 4,1,3,1,4,1,3,5,3,3,3,5,3,3,No,No,Yes,No,No,No,No,4,All day,Typing,3,2,3,Female
13953502,B,Personal workspace,Open Office_3,Yes,4,No,No,Yes,No,No,No,Facing north (or northeast or northwest),1 to 4,3,3,,4,0,,5,3,5,5,3,3,3,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",1,1,5,Female
13953508,B,Outside,Open Office_2,Yes,2,Yes,No,No,No,Yes,No,Facing south (or southeast or southwest),1 to 4,4,4,5,0,0,3,5,4,4,5,1,3,3,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",3,1,5,Female
13953591,B,Personal workspace,Open Office_2,Yes,4,No,No,No,No,Yes,No,Facing west,1 to 4,4,4,3,3,2,,3,1,2,4,1,2,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,5,Male
13953606,B,Personal workspace,Open Office_3,Yes,1,No,No,Yes,No,No,No,I don’t know,1 to 4,3,5,0,0,0,4,3,3,3,3,1,1,4,No,No,Yes,No,No,No,No,3,All day,"Reading, seated",1,1,2,Female
13953627,B,Personal workspace,Enclosed Office_1,Yes,4,No,No,No,No,No,No,Facing east,1 to 4,3,3,2,4,1,,2,3,2,4,1,3,2,No,Yes,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,4,Male
13953705,B,Break room,Open Office_2,Yes,4,Yes,Yes,Yes,No,Yes,No,Facing north (or northeast or northwest),1 to 4,1,2,5,5,0,1,5,3,5,3,3,3,1,No,No,Yes,No,No,No,No,4,All day,Typing,2,2,3,Female
13953711,B,Personal workspace,Enclosed Office_2,Yes,2,Yes,No,No,No,Yes,No,Facing south (or southeast or southwest),1 to 4,5,4,3,3,3,4,3,2,3,4,1,3,3,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",2,2,5,Female
13953716,B,Personal workspace,Open Office_3,Yes,4,No,Yes,Yes,Yes,Yes,No,Facing east,1 to 4,1,3,1,5,2,3,2,3,2,2,4,3,3,No,No,No,No,No,No,Yes,3,All day,Typing,3,3,4,Male
13953765,B,Personal workspace,Open Office_2,Yes,2,Yes,Yes,Yes,No,Yes,No,Facing west,1 to 4,4,4,2,2,0,4,1,1,3,3,3,1,3,No,No,No,No,No,No,Yes,3,Mornings only,"Reading, seated",1,1,5,Male
13953774,B,Personal workspace,Open Office_2,Yes,2,Yes,Yes,Yes,No,Yes,No,Facing north (or northeast or northwest),1 to 4,5,3,2,4,0,3,3,3,3,3,1,3,2,No,No,No,No,No,No,Yes,4,All day,Typing,3,1,5,Male
13953822,B,Personal workspace,Open Office_2,Yes,4,No,Yes,Yes,Yes,No,No,I don’t know,1 to 4,3,3,3,3,0,3,3,1,3,3,1,1,3,No,No,No,No,No,No,Yes,3,All day,Typing,3,3,3,Female
13953855,B,Personal workspace,Open Office_2,Yes,2,Yes,No,No,Yes,No,No,Facing north (or northeast or northwest),1 to 4,4,3,2,4,2,2,3,3,3,3,5,4,4,No,No,No,No,No,No,Yes,4,All day,Typing,3,2,4,Female
13953894,B,Personal workspace,Open Office_2,Yes,3,Yes,Yes,Yes,No,Yes,No,Facing west,1 to 4,4,2,5,1,0,,5,5,3,4,1,4,2,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",1,1,3,Female
13953905,B,Personal workspace,Open Office_3,Yes,4,No,No,Yes,No,No,No,Facing west,1 to 4,4,4,2,2,4,,3,3,4,4,3,3,4,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",3,2,4,Female
13953915,B,Personal workspace,Open Office_2,No,1,Yes,Yes,Yes,No,Yes,No,Facing south (or southeast or southwest),1 to 4,4,3,4,3,1,3,3,,3,,2,2,2,No,No,No,No,No,No,Yes,3,All day,Typing,2,1,5,
13954133,B,Break room,Open Office_3,Yes,4,No,No,Yes,No,No,No,,1 to 4,3,3,2,4,1,4,2,2,5,5,4,2,3,No,No,No,No,No,No,Yes,3,Mixed (some combination of morning/afternoon/evenings),Typing,2,1,4,Female
13954144,B,Personal workspace,Open Office_2,No,4,Yes,Yes,Yes,No,Yes,No,Facing north (or northeast or northwest),1 to 4,3,5,1,1,0,5,2,3,1,2,1,1,4,No,No,No,No,No,No,Yes,3,All day,Typing,1,1,5,Male
13954190,B,Personal workspace,Open Office_2,Yes,4,Yes,No,Yes,No,No,No,Facing north (or northeast or northwest),1 to 4,1,1,4,2,1,3,5,5,4,3,1,3,2,No,No,No,No,No,No,Yes,3,All day,Typing,3,3,3,Female
13954195,B,Personal workspace,Open Office_3,Yes,4,No,No,No,No,Yes,No,,1 to 4,3,4,2,2,3,4,2,2,1,3,1,1,3,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",3,3,4,Female
13954437,B,Personal workspace,Open Office_2,Yes,1,Yes,Yes,No,Yes,Yes,No,I don’t know,1 to 4,2,1,1,5,0,,5,3,1,1,1,3,3,No,No,No,No,No,No,Yes,3,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",2,1,3,Female
13954446,B,Small conference room,Open Office_3,Yes,4,No,No,Yes,No,No,No,Facing west,1 to 4,1,4,1,1,1,,1,1,4,3,1,1,3,No,No,No,No,No,No,Yes,3,All day,Typing,2,2,4,Male
13954592,B,Personal workspace,Open Office_3,Yes,1,Yes,No,No,No,Yes,No,I don’t know,1 to 4,4,3,5,2,0,2,5,5,1,1,1,5,1,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",3,1,4,Female
13954833,B,Personal workspace,Open Office_2,Yes,2,Yes,No,Yes,No,No,No,I don’t know,1 to 4,4,4,4,5,4,4,3,1,2,2,3,1,3,No,Yes,No,No,No,No,No,2,All day,Typing,2,3,3,Female
13954836,B,Personal workspace,Open Office_3,No,4,No,No,Yes,No,No,No,I don’t know,1 to 4,3,4,4,1,0,4,3,3,3,4,1,1,3,No,No,Yes,No,No,No,No,3,All day,Typing,2,1,5,Female
13955000,B,Personal workspace,Open Office_3,Yes,4,No,No,Yes,No,Yes,No,Facing north (or northeast or northwest),1 to 4,2,,1,4,0,2,1,1,2,2,1,1,2,No,No,No,No,No,No,Yes,3,All day,Typing,1,1,,Male
13955028,B,Personal workspace,Open Office_2,Yes,4,No,Yes,Yes,No,Yes,No,Facing east,1 to 4,5,3,,4,3,3,1,1,3,3,3,1,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,5,Male
13955177,B,Personal workspace,Enclosed Office_1,Yes,4,No,No,Yes,No,Yes,No,Facing north (or northeast or northwest),1 to 4,4,3,1,4,0,3,1,1,2,2,4,1,3,No,No,Yes,No,No,No,No,3,All day,Typing,3,3,4,Male
13955313,B,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,No,Yes,No,Facing north (or northeast or northwest),1 to 4,2,3,5,2,0,2,5,3,3,3,1,3,3,No,Yes,No,No,No,No,No,2,All day,Typing,3,3,4,Female
13955419,B,Personal workspace,Open Office_2,Yes,3,Yes,No,Yes,No,No,No,Facing west,1 to 4,4,2,5,1,0,2,4,3,3,2,1,3,3,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",1,1,4,Female
13955430,B,Personal workspace,Open Office_3,Yes,4,No,No,No,No,No,Yes,Facing west,1 to 4,1,1,5,1,1,1,5,5,2,2,1,5,2,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,4,Male
13955620,B,Personal workspace,Open Office_2,Yes,4,Yes,No,Yes,Yes,No,No,Facing south (or southeast or southwest),1 to 4,1,3,3,3,0,3,2,2,4,3,4,2,3,No,No,No,No,No,No,Yes,4,All day,Typing,3,3,3,Male
13955751,B,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,No,Yes,No,Facing west,1 to 4,4,4,4,2,1,4,4,3,2,2,1,2,3,No,No,Yes,No,No,No,No,3,All day,"Reading, seated",1,1,5,Female
13955875,B,Personal workspace,Open Office_2,Yes,1,No,No,No,No,No,No,I don’t know,1 to 4,3,3,4,3,3,4,3,2,3,2,2,1,3,No,No,No,Yes,No,No,No,1,All day,Typing,3,3,5,Female
13957977,B,Personal workspace,Open Office_3,Yes,4,No,No,Yes,No,Yes,No,Facing west,1 to 4,1,4,1,1,1,,1,1,1,3,5,1,3,No,No,Yes,No,No,No,No,4,All day,Typing,3,2,3,Male
13958031,B,Personal workspace,Open Office_2,Yes,2,Yes,No,No,No,Yes,No,I don’t know,1 to 4,3,3,5,1,1,,5,5,3,4,1,3,2,No,No,No,No,No,No,Yes,3,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",2,1,5,Female
13958205,B,Personal workspace,Enclosed Office_2,No,1,Yes,No,Yes,No,Yes,No,Facing west,1 to 4,4,2,2,4,3,4,1,2,3,3,3,2,4,No,No,No,No,No,No,Yes,3,All day,Typing,3,3,5,Male
13958206,B,Personal workspace,Enclosed Office_1,No,1,Yes,Yes,No,No,Yes,No,Facing south (or southeast or southwest),1 to 4,5,1,1,4,0,3,1,1,3,3,1,1,2,No,Yes,Yes,No,No,No,No,2,All day,"Reading, seated",2,3,5,Male
13958244,B,Personal workspace,Open Office_2,Yes,1,Yes,No,Yes,No,Yes,No,Facing south (or southeast or southwest),1 to 4,5,5,1,1,1,1,5,1,2,2,1,2,3,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",1,1,,Female
13953269,B,Personal workspace,Open Office_2,Yes,4,No,Yes,Yes,Yes,Yes,No,Facing east,1 to 4,5,5,4,2,5,,2,1,2,2,1,2,4,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,2,Male
13953271,B,Personal workspace,Enclosed Office_1,Yes,4,Yes,No,No,No,Yes,No,Facing east,1 to 4,3,3,4,4,,2,5,3,5,5,1,3,3,No,Yes,No,No,No,No,No,3,All day,"Reading, seated",1,1,5,Male
13953285,B,Outside,Enclosed Office_1,Yes,4,Yes,Yes,No,No,No,No,Facing east,1 to 4,2,1,5,1,0,2,5,4,4,4,1,5,1,No,Yes,No,No,No,No,No,4,All day,"Reading, seated",1,1,5,Female
13953316,B,Break room,Open Office_2,Yes,4,Yes,No,Yes,No,Yes,No,Facing east,1 to 4,4,4,3,3,3,0,1,1,2,2,1,1,3,No,No,No,No,No,No,Yes,3,Mixed (some combination of morning/afternoon/evenings),Typing,2,2,4,Female
13953377,B,Personal workspace,Open Office_2,Yes,4,No,No,Yes,No,No,No,Facing north (or northeast or northwest),1 to 4,2,3,5,1,2,3,4,3,3,3,1,3,3,No,No,Yes,No,No,No,No,4,All day,Typing,2,1,4,Female
13953535,B,Personal workspace,Open Office_2,Yes,4,Yes,Yes,No,No,No,No,Facing west,1 to 4,4,4,2,3,3,4,1,3,1,2,1,3,3,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,1,4,Male
13953563,B,Personal workspace,Enclosed Office_1,Yes,4,No,No,No,No,No,No,Facing south (or southeast or southwest),1 to 4,3,1,0,5,1,,1,3,1,3,5,3,1,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",3,3,4,Male
13953584,B,Personal workspace,Enclosed Office_1,No,4,Yes,Yes,Yes,No,Yes,No,Facing east,1 to 4,5,4,3,1,0,4,3,3,2,3,1,1,4,No,Yes,No,No,No,No,No,3,All day,"Reading, seated",1,1,5,Male
13953594,B,Personal workspace,Open Office_2,No,4,No,Yes,No,No,No,No,Facing north (or northeast or northwest),1 to 4,3,5,1,1,0,5,1,1,1,5,1,1,3,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",1,1,5,Male
13953667,B,Personal workspace,Open Office_2,Yes,3,No,No,Yes,No,No,No,Facing north (or northeast or northwest),1 to 4,4,3,1,5,0,4,2,2,4,3,5,2,3,No,No,No,No,No,No,Yes,3,All day,Typing,1,1,4,Male
13953692,B,Personal workspace,Open Office_2,Yes,4,No,No,No,No,Yes,No,I don’t know,1 to 4,1,2,4,2,0,3,2,4,4,4,1,2,2,No,No,No,No,No,No,Yes,4,All day,Typing,3,1,3,Male
13953727,B,Personal workspace,Open Office_2,Yes,4,No,Yes,No,Yes,Yes,No,Facing east,1 to 4,5,3,1,5,2,2,1,1,2,2,5,4,2,No,No,No,No,No,No,Yes,3,Mornings only,"Reading, seated",2,1,2,Female
13953789,B,Personal workspace,Open Office_3,Yes,3,Yes,Yes,Yes,No,Yes,No,Facing west,1 to 4,4,4,3,3,2,4,3,3,3,3,2,3,2,No,No,No,No,No,No,Yes,4,All day,Typing,1,1,2,Male
13953807,B,Personal workspace,Open Office_3,Yes,1,Yes,Yes,No,No,Yes,No,Facing north (or northeast or northwest),1 to 4,4,3,4,2,0,3,4,3,4,5,2,3,3,No,No,Yes,No,No,No,No,4,Mixed (some combination of morning/afternoon/evenings),Typing,2,2,4,Female
13953816,B,Personal workspace,Open Office_3,Yes,4,No,No,No,No,No,Yes,Facing south (or southeast or southwest),1 to 4,4,4,4,2,1,3,3,3,3,3,1,3,2,No,No,Yes,No,No,No,No,3,All day,Typing,2,2,4,Female
13953834,B,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,No,Yes,No,Facing east,1 to 4,5,,2,2,0,4,2,1,3,4,1,1,4,No,No,Yes,No,No,No,No,2,All day,"Reading, seated",3,3,4,Female
13953842,B,Outside,Open Office_2,Yes,4,No,No,No,No,Yes,No,I don’t know,1 to 4,1,1,1,5,1,1,1,3,4,4,1,3,3,No,No,No,No,No,No,Yes,3,All day,Typing,3,1,4,Female
13953935,B,Personal workspace,Open Office_2,No,4,Yes,No,Yes,No,No,No,I don’t know,1 to 4,4,4,2,2,2,,2,3,3,3,1,3,4,No,No,No,No,No,No,Yes,3,All day,Typing,2,2,5,Male
13954123,B,Personal workspace,Open Office_2,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Facing north (or northeast or northwest),1 to 4,3,3,3,3,1,3,3,3,4,2,3,3,3,No,No,No,No,No,No,Yes,4,Mixed (some combination of morning/afternoon/evenings),Typing,2,2,3,Female
13954145,B,Personal workspace,Open Office_2,Yes,4,Yes,Yes,No,No,No,No,Facing east,1 to 4,4,4,2,5,1,2,1,1,4,3,5,4,1,No,No,Yes,No,No,No,No,4,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",2,1,5,Female
13954159,B,Personal workspace,Open Office_2,Yes,3,Yes,No,Yes,No,No,No,Facing north (or northeast or northwest),1 to 4,2,2,4,0,0,2,5,5,5,2,1,3,3,No,No,No,No,No,No,Yes,1,All day,Typing,3,2,3,Female
13954204,B,Personal workspace,Open Office_2,Yes,3,Yes,No,No,No,Yes,No,Facing north (or northeast or northwest),1 to 4,3,0,3,3,1,4,1,2,2,2,1,2,5,No,No,No,No,No,No,Yes,4,All day,Writing,1,1,4,Male
13954207,B,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,No,No,No,Facing west,1 to 4,5,5,2,2,5,5,1,1,1,1,,1,5,No,No,No,No,No,Yes,No,1,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",2,2,2,Male
13954212,B,Small conference room,Open Office_2,Yes,3,Yes,Yes,No,Yes,No,No,Facing west,1 to 4,3,,5,1,2,2,4,3,2,2,1,3,2,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",3,3,5,Female
13954232,B,Personal workspace,Open Office_2,Yes,2,Yes,Yes,Yes,No,Yes,No,Facing west,1 to 4,2,3,2,4,0,2,1,4,2,2,3,3,3,No,No,No,No,No,No,Yes,3,All day,Typing,1,1,4,Male
13954426,B,Personal workspace,Open Office_2,Yes,4,Yes,Yes,No,No,Yes,No,Facing west,1 to 4,4,2,,4,0,,1,1,1,1,1,1,3,No,No,No,No,No,No,Yes,4,All day,Typing,1,1,4,Male
13954448,B,Personal workspace,Enclosed Office_1,No,2,No,No,Yes,No,No,No,Facing south (or southeast or southwest),1 to 4,4,3,2,5,1,,1,3,3,3,1,3,2,No,No,No,No,No,No,Yes,3,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",2,1,4,Male
13954561,B,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),1 to 4,4,3,3,1,1,4,1,3,2,3,1,2,3,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,1,5,Male
13954726,B,Personal workspace,Open Office_2,Yes,4,Yes,No,No,No,Yes,No,I don’t know,1 to 4,4,5,5,1,2,3,5,5,4,2,1,4,2,No,No,No,No,No,No,Yes,3,All day,Typing,1,1,4,Female
13954727,B,Personal workspace,Open Office_2,Yes,3,Yes,Yes,No,Yes,Yes,No,I don’t know,1 to 4,2,1,5,1,1,,5,5,5,2,1,5,1,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",2,1,5,Female
13954847,B,Personal workspace,Open Office_3,No,4,No,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),1 to 4,4,0,0,0,0,5,1,1,1,1,1,1,3,No,No,No,No,No,No,Yes,3,Other,Typing,1,1,2,Male
13955004,B,Personal workspace,Open Office_2,Yes,4,No,Yes,Yes,No,Yes,No,Facing north (or northeast or northwest),1 to 4,3,3,4,2,0,3,3,1,3,3,1,1,3,No,No,No,No,No,No,Yes,3,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",3,2,5,Male
13955045,B,Personal workspace,Open Office_2,Yes,3,No,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),1 to 4,4,4,3,3,0,5,1,1,1,1,1,1,4,No,No,No,No,No,No,Yes,3,All day,Typing,1,1,4,Male
13955139,B,Personal workspace,Open Office_3,Yes,4,No,No,Yes,No,No,No,Facing north (or northeast or northwest),1 to 4,2,4,1,3,0,,2,2,2,2,1,2,5,No,No,No,No,No,No,Yes,2,Mixed (some combination of morning/afternoon/evenings),Typing,2,2,3,Female
13955175,B,Personal workspace,Open Office_2,Yes,1,Yes,No,No,Yes,No,No,Facing south (or southeast or southwest),1 to 4,4,4,2,3,3,3,2,2,3,3,3,2,5,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",1,1,3,Female
13955290,B,Outside,Open Office_3,No,4,No,No,No,No,No,No,I don’t know,1 to 4,3,3,3,3,1,3,5,4,4,4,2,4,2,No,No,Yes,No,No,No,No,2,All day,Typing,3,2,4,Female
13955297,B,Outside,Open Office_2,Yes,3,No,No,No,No,Yes,No,Facing north (or northeast or northwest),1 to 4,2,2,3,5,1,3,4,4,5,5,5,3,3,No,No,No,Yes,No,No,No,,All day,"Reading, seated",2,2,,Female
13955300,B,Small conference room,Open Office_2,Yes,4,No,No,No,No,Yes,No,Facing west,1 to 4,2,1,0,1,0,3,5,4,3,3,1,3,3,No,No,No,No,No,No,Yes,3,All day,Typing,1,1,4,Female
13955317,B,Personal workspace,Open Office_2,Yes,2,Yes,No,No,Yes,Yes,No,Facing west,1 to 4,3,3,3,3,0,,3,2,3,3,3,2,3,No,No,No,No,No,No,Yes,3,Mixed (some combination of morning/afternoon/evenings),Writing,3,3,4,Female
13955328,B,Personal workspace,Open Office_2,Yes,2,Yes,Yes,Yes,No,Yes,No,I don’t know,1 to 4,5,5,2,2,2,5,2,2,2,2,1,1,5,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,4,Male
13955335,B,Personal workspace,Enclosed Office_2,,1,Yes,No,Yes,No,No,No,I don’t know,1 to 4,4,4,4,3,3,3,4,4,3,4,1,2,3,No,No,No,No,No,No,Yes,2,All day,"Reading, seated",3,2,,Female
13955428,B,Personal workspace,Open Office_3,Yes,4,No,No,Yes,No,No,No,I don’t know,1 to 4,2,4,1,2,0,4,1,1,2,2,1,1,4,No,No,Yes,No,No,No,No,4,All day,Typing,2,2,3,Male
13955432,B,Personal workspace,Enclosed Office_1,Yes,4,No,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),1 to 4,5,4,2,2,3,,2,1,1,1,1,1,5,No,Yes,Yes,No,No,No,No,4,All day,Typing,2,1,5,Male
13955867,B,Personal workspace,Open Office_3,Yes,4,No,Yes,Yes,Yes,Yes,No,Facing east,1 to 4,4,3,2,2,0,,3,3,1,3,1,2,3,No,No,No,No,No,No,Yes,3,All day,Typing,3,2,5,Female
13957979,B,Outside,Open Office_1,Yes,2,Yes,Yes,Yes,No,Yes,No,Facing north (or northeast or northwest),1 to 4,1,5,1,1,3,,4,5,5,2,1,5,1,Yes,No,No,No,No,No,No,1,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",2,1,3,Female
13958020,B,Personal workspace,Open Office_3,Yes,3,Yes,Yes,No,No,No,No,Facing south (or southeast or southwest),1 to 4,3,4,2,5,5,3,3,2,3,3,3,2,3,No,No,No,No,No,No,Yes,3,All day,Typing,1,1,2,Female
13958064,B,Personal workspace,Enclosed Office_1,No,2,No,No,Yes,No,No,No,Facing north (or northeast or northwest),1 to 4,5,,2,4,1,4,1,1,2,3,1,2,4,No,No,No,No,No,No,Yes,2,All day,Typing,3,3,5,Female
13958127,B,Personal workspace,Enclosed Office_1,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing north (or northeast or northwest),1 to 4,5,4,0,4,2,3,1,3,3,4,3,2,3,No,Yes,No,No,No,No,No,3,All day,"Reading, seated",3,3,4,Male
13958148,B,Outside,Open Office_2,Yes,4,No,No,No,No,No,Yes,Facing north (or northeast or northwest),1 to 4,3,,1,4,0,3,1,1,2,2,5,1,3,No,No,Yes,No,No,No,No,3,All day,"Reading, seated",3,2,5,Male
13958158,B,Outside,Open Office_3,Yes,3,Yes,Yes,Yes,No,Yes,No,Facing west,1 to 4,3,4,2,3,0,3,2,3,3,3,1,2,3,No,No,Yes,No,No,No,No,3,Mixed (some combination of morning/afternoon/evenings),Typing,2,2,2,Male
13958163,B,Personal workspace,Open Office_2,Yes,2,Yes,Yes,Yes,No,Yes,No,Facing north (or northeast or northwest),1 to 4,3,2,2,4,2,2,1,1,2,,1,1,3,No,No,No,No,No,No,Yes,4,All day,Typing,1,1,,Male
13958168,B,Break room,Open Office_2,Yes,2,No,Yes,No,No,No,No,Facing east,1 to 4,4,,4,1,0,4,5,3,2,5,1,1,3,No,No,Yes,No,No,No,No,3,All day,Typing,3,3,4,Female
13958209,B,Personal workspace,Open Office_2,Yes,2,Yes,No,Yes,No,Yes,No,Facing west,1 to 4,4,4,2,2,2,4,1,2,2,3,1,3,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,4,Male
13958224,B,Personal workspace,Open Office_2,Yes,4,No,No,No,No,Yes,No,I don’t know,1 to 4,3,2,3,3,1,,5,3,3,5,5,3,3,No,No,Yes,No,No,No,No,4,All day,"Reading, seated",3,2,5,Female
13953234,B,Personal workspace,Open Office_2,Yes,4,Yes,Yes,Yes,Yes,Yes,No,Facing north (or northeast or northwest),1 to 4,5,5,0,0,,5,3,3,3,3,1,1,4,Yes,No,No,No,No,No,No,3,Mixed (some combination of morning/afternoon/evenings),Typing,3,3,5,Male
13953251,B,Outside,Open Office_3,No,4,Yes,No,Yes,Yes,Yes,No,Facing south (or southeast or southwest),1 to 4,2,4,1,2,3,,1,2,2,3,5,1,4,No,No,No,No,No,No,Yes,3,Mixed (some combination of morning/afternoon/evenings),Typing,1,1,4,Male
13953258,B,Personal workspace,Enclosed Office_1,Yes,4,No,Yes,No,No,No,No,Facing south (or southeast or southwest),1 to 4,5,4,5,3,1,4,3,3,3,3,1,3,2,No,No,No,No,No,No,Yes,4,All day,Typing,3,2,3,Female
13953259,B,Personal workspace,Open Office_3,Yes,4,No,No,Yes,No,No,No,I don’t know,1 to 4,3,3,3,3,0,5,1,1,2,2,1,1,3,No,No,No,No,No,No,Yes,3,All day,Typing,3,3,4,Male
13953262,B,Outside,Open Office_2,Yes,3,No,Yes,No,No,No,No,I don’t know,1 to 4,4,4,1,1,1,,5,3,3,4,3,3,5,No,Yes,Yes,No,Yes,No,No,2,Evenings only,Typing,2,2,4,Female
