survey_id,building_name,office_spending_space,personal_workspace,in_out_office,work_building_name,window_distance,exterior_view,sky_view,Parking_view,other_buildings_view,trees_view,other_view,other_view_description,exterior_window_direction,building_floor,workspace_rating,thermal_condition,cool_rating,warm_rating,temperature_alter_ability,temperature_satisfaction,clothing_layers_need,outside_brake_need,temperature_fluctuations_day,temperature_fluctuations_season,fan_usage,leave_workspace,temperature_effect_productivity,afternoon_bright,computer_screen_glare,evening_dark,task_light_usage,unnecessary_lighting,lighting_effect_productivity,blinds_control,overhead_lighting_control,task_light_control,temperature_control,air_quality_control,other_control,no_control,hours_spend,work_time,work_type,work_building_tenure,workspace_tenure,age_range,gender
13953935,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,B,16 feet or more,Yes,,Yes,,,,,I don’t know,1 to 4,4.0,4.0,2.0,2.0,2.0,,Rarely,Sometimes,Sometimes,Sometimes,Never,Sometimes,4,Never,Never,Sometimes,Rarely,Never,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,51 or above,Male
13954123,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,6 - 10 feet,Yes,Yes,Yes,Yes,Yes,,,Facing north (or northeast or northwest),1 to 4,3.0,3.0,3.0,3.0,1.0,3.0,Sometimes,Sometimes,Most of the time,Rarely,Sometimes,Sometimes,3 = Neutral,Never,Never,Sometimes,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,1 - 5 years,1 - 5 years,31 - 40,Female
13954145,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,16 feet or more,Yes,Yes,,,,,,Facing east,1 to 4,4.0,4.0,2.0,5.0,1.0,2.0,Never,Never,Most of the time,Sometimes,Always,Most of the time,1 = Greatly decreses my productivity,Rarely,Never,Never,Never,Never,3 = Neutral,,,Yes,,,,,More than 40 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",1 - 5 years,Less than 1 year,51 or above,Female
13954159,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,11 - 15 feet,Yes,,Yes,,,,,Facing north (or northeast or northwest),1 to 4,2.0,2.0,4.0,0.0,0.0,2.0,Always,Always,Always,Rarely,Never,Sometimes,3 = Neutral,Always,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,Less than 10 hours,All day,Typing,5+ years,1 - 5 years,31 - 40,Female
13954204,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,11 - 15 feet,Yes,,,,Yes,,,Facing north (or northeast or northwest),1 to 4,3.0,0.0,3.0,3.0,1.0,4.0,Never,Rarely,Rarely,Rarely,Never,Rarely,5 = Greatly increases my productivity,Sometimes,Never,Never,Never,Never,5 = Greatly inrceases my productivity,,,,,,,Yes,More than 40 hours,All day,Writing,Less than 1 year,Less than 1 year,41 - 50,Male
13954207,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,0 - 5 feet,Yes,Yes,Yes,,,,,Facing west,1 to 4,5.0,5.0,2.0,2.0,5.0,5.0,Never,Never,Never,Never,,Never,5 = Greatly increases my productivity,Never,Never,Sometimes,Never,Never,3 = Neutral,,,,,,Yes,,Less than 10 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",1 - 5 years,1 - 5 years,21 - 30,Male
13954212,B,Small conference room,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,11 - 15 feet,Yes,Yes,,Yes,,,,Facing west,1 to 4,3.0,,5.0,1.0,2.0,2.0,Most of the time,Sometimes,Rarely,Rarely,Never,Sometimes,2,Always,Always,Never,Never,Always,2,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",5+ years,5+ years,51 or above,Female
13954232,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,6 - 10 feet,Yes,Yes,Yes,,Yes,,,Facing west,1 to 4,2.0,3.0,2.0,4.0,0.0,2.0,Never,Most of the time,Rarely,Rarely,Sometimes,Sometimes,3 = Neutral,Never,Never,Most of the time,Never,Never,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,Typing,Less than 1 year,Less than 1 year,41 - 50,Male
13954426,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,16 feet or more,Yes,Yes,,,Yes,,,Facing west,1 to 4,4.0,2.0,,4.0,0.0,,Never,Never,Never,Never,Never,Never,3 = Neutral,Never,Rarely,Never,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,Less than 1 year,Less than 1 year,41 - 50,Male
13954448,B,Personal workspace,Enclosed Office: private,No,B,6 - 10 feet,No,,Yes,,,,,Facing south (or southeast or southwest),1 to 4,4.0,3.0,2.0,5.0,1.0,,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,2,Rarely,Sometimes,Rarely,Never,Rarely,2,,,,,,,Yes,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",1 - 5 years,Less than 1 year,41 - 50,Male
13954561,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,Facing south (or southeast or southwest),1 to 4,4.0,3.0,3.0,1.0,1.0,4.0,Never,Sometimes,Rarely,Sometimes,Never,Rarely,3 = Neutral,Rarely,Rarely,Rarely,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",1 - 5 years,Less than 1 year,51 or above,Male
13954726,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,16 feet or more,Yes,,,,Yes,,,I don’t know,1 to 4,4.0,5.0,5.0,1.0,2.0,3.0,Always,Always,Most of the time,Rarely,Never,Most of the time,2,Sometimes,Most of the time,Never,Never,Sometimes,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,Typing,Less than 1 year,Less than 1 year,41 - 50,Female
13954727,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,11 - 15 feet,Yes,Yes,,Yes,Yes,,,I don’t know,1 to 4,2.0,1.0,5.0,1.0,1.0,,Always,Always,Always,Rarely,Never,Always,1 = Greatly decreses my productivity,,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,"Reading, seated",1 - 5 years,Less than 1 year,51 or above,Female
13954847,B,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),No,B,16 feet or more,No,Yes,Yes,Yes,Yes,,,Facing south (or southeast or southwest),1 to 4,4.0,0.0,0.0,0.0,0.0,5.0,Never,Never,Never,Never,Never,Never,3 = Neutral,Never,Never,Never,Never,Never,5 = Greatly inrceases my productivity,,,,,,,Yes,21 - 40 hours,Other,Typing,Less than 1 year,Less than 1 year,21 - 30,Male
13955004,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,16 feet or more,No,Yes,Yes,,Yes,,,Facing north (or northeast or northwest),1 to 4,3.0,3.0,4.0,2.0,0.0,3.0,Sometimes,Never,Sometimes,Sometimes,Never,Never,3 = Neutral,Never,,Never,Never,Never,3 = Neutral,,,,,,,Yes,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",5+ years,1 - 5 years,51 or above,Male
13955045,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,11 - 15 feet,No,Yes,Yes,Yes,Yes,,,Facing south (or southeast or southwest),1 to 4,4.0,4.0,3.0,3.0,0.0,5.0,Never,Never,Never,Never,Never,Never,4,Most of the time,Always,Never,Never,Sometimes,2,,,,,,,Yes,21 - 40 hours,All day,Typing,Less than 1 year,Less than 1 year,41 - 50,Male
13955139,B,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,B,16 feet or more,No,,Yes,,,,,Facing north (or northeast or northwest),1 to 4,2.0,4.0,1.0,3.0,0.0,,Rarely,Rarely,Rarely,Rarely,Never,Rarely,5 = Greatly increases my productivity,Never,Never,,Never,Never,5 = Greatly inrceases my productivity,,,,,,,Yes,10 - 20 hours,Mixed (some combination of morning/afternoon/evenings),Typing,1 - 5 years,1 - 5 years,31 - 40,Female
13955175,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,0 - 5 feet,Yes,,,Yes,,,,Facing south (or southeast or southwest),1 to 4,4.0,4.0,2.0,3.0,3.0,3.0,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,5 = Greatly increases my productivity,Rarely,Rarely,Never,Always,Never,5 = Greatly inrceases my productivity,,,,,,,Yes,21 - 40 hours,All day,"Reading, seated",Less than 1 year,Less than 1 year,31 - 40,Female
13955290,B,Outside,Open Office: cubicles with high partitions (5 feet or higher),No,B,16 feet or more,No,,,,,,,I don’t know,1 to 4,3.0,3.0,3.0,3.0,1.0,3.0,Always,Most of the time,Most of the time,Most of the time,Rarely,Most of the time,2,Rarely,Rarely,,Most of the time,Never,2,,,Yes,,,,,10 - 20 hours,All day,Typing,5+ years,1 - 5 years,41 - 50,Female
13955297,B,Outside,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,11 - 15 feet,,,,,Yes,,,Facing north (or northeast or northwest),1 to 4,2.0,2.0,3.0,5.0,1.0,3.0,Most of the time,Most of the time,Always,Always,Always,Sometimes,3 = Neutral,Sometimes,Sometimes,Never,Never,Never,3 = Neutral,,,,Yes,,,,,All day,"Reading, seated",1 - 5 years,1 - 5 years,I prefer not to answer,Female
13955300,B,Small conference room,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,16 feet or more,No,,,,Yes,,,Facing west,1 to 4,2.0,1.0,0.0,1.0,0.0,3.0,Always,Most of the time,Sometimes,Sometimes,Never,Sometimes,3 = Neutral,Never,Rarely,Always,Never,Never,2,,,,,,,Yes,21 - 40 hours,All day,Typing,Less than 1 year,Less than 1 year,41 - 50,Female
13955317,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,6 - 10 feet,Yes,,,Yes,Yes,,,Facing west,1 to 4,3.0,3.0,3.0,3.0,0.0,,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,3 = Neutral,Never,Never,Never,Never,Never,,,,,,,,Yes,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),Writing,5+ years,5+ years,41 - 50,Female
13955328,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,6 - 10 feet,Yes,Yes,Yes,,Yes,,,I don’t know,1 to 4,5.0,5.0,2.0,2.0,2.0,5.0,Rarely,Rarely,Rarely,Rarely,Never,Never,5 = Greatly increases my productivity,Sometimes,Never,Never,Never,Never,5 = Greatly inrceases my productivity,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Male
13955335,B,Personal workspace,Enclosed Office: shared with other people,,B,0 - 5 feet,Yes,,Yes,,,,,I don’t know,1 to 4,4.0,4.0,4.0,3.0,3.0,3.0,Most of the time,Most of the time,Sometimes,Most of the time,Never,Rarely,3 = Neutral,Rarely,Rarely,Rarely,Never,Never,3 = Neutral,,,,,,,Yes,10 - 20 hours,All day,"Reading, seated",5+ years,1 - 5 years,I prefer not to answer,Female
13955428,B,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,B,16 feet or more,No,,Yes,,,,,I don’t know,1 to 4,2.0,4.0,1.0,2.0,0.0,4.0,Never,Never,Rarely,Rarely,Never,Never,4,Most of the time,Most of the time,Never,Rarely,Always,2,,,Yes,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Male
13955432,B,Personal workspace,Enclosed Office: private,Yes,B,16 feet or more,No,Yes,Yes,Yes,Yes,,,Facing south (or southeast or southwest),1 to 4,5.0,4.0,2.0,2.0,3.0,,Rarely,Never,Never,Never,Never,Never,5 = Greatly increases my productivity,Never,Never,Never,Never,Never,5 = Greatly inrceases my productivity,,Yes,Yes,,,,,More than 40 hours,All day,Typing,1 - 5 years,Less than 1 year,51 or above,Male
13955867,B,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,B,16 feet or more,No,Yes,Yes,Yes,Yes,,,Facing east,1 to 4,4.0,3.0,2.0,2.0,0.0,,Sometimes,Sometimes,Never,Sometimes,Never,Rarely,3 = Neutral,Never,Rarely,Never,Never,Never,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,Typing,5+ years,1 - 5 years,51 or above,Female
13957979,B,Outside,Open Office: workspace in open office with no partitions,Yes,B,6 - 10 feet,Yes,Yes,Yes,,Yes,,,Facing north (or northeast or northwest),1 to 4,1.0,5.0,1.0,1.0,3.0,,Most of the time,Always,Always,Rarely,Never,Always,1 = Greatly decreses my productivity,Never,Sometimes,Never,Never,Sometimes,3 = Neutral,Yes,,,,,,,Less than 10 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",1 - 5 years,Less than 1 year,31 - 40,Female
13958020,B,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,B,11 - 15 feet,Yes,Yes,,,,,,Facing south (or southeast or southwest),1 to 4,3.0,4.0,2.0,5.0,5.0,3.0,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,3 = Neutral,Rarely,Rarely,Rarely,Sometimes,Rarely,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,Typing,Less than 1 year,Less than 1 year,21 - 30,Female
13958064,B,Personal workspace,Enclosed Office: private,No,B,6 - 10 feet,No,,Yes,,,,,Facing north (or northeast or northwest),1 to 4,5.0,,2.0,4.0,1.0,4.0,Never,Never,Rarely,Sometimes,Never,Rarely,4,Never,Rarely,Never,Never,Rarely,3 = Neutral,,,,,,,Yes,10 - 20 hours,All day,Typing,5+ years,5+ years,51 or above,Female
13958127,B,Personal workspace,Enclosed Office: private,Yes,B,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,Facing north (or northeast or northwest),1 to 4,5.0,4.0,0.0,4.0,2.0,3.0,Never,Sometimes,Sometimes,Most of the time,Sometimes,Rarely,3 = Neutral,Never,Rarely,Never,Rarely,Never,4,,Yes,,,,,,21 - 40 hours,All day,"Reading, seated",5+ years,5+ years,41 - 50,Male
13958148,B,Outside,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,16 feet or more,No,,,,,Yes,Parking lot surronded by trees,Facing north (or northeast or northwest),1 to 4,3.0,,1.0,4.0,0.0,3.0,Never,Never,Rarely,Rarely,Always,Never,3 = Neutral,Never,Never,Never,Never,,3 = Neutral,,,Yes,,,,,21 - 40 hours,All day,"Reading, seated",5+ years,1 - 5 years,51 or above,Male
13958158,B,Outside,Open Office: cubicles with high partitions (5 feet or higher),Yes,B,11 - 15 feet,Yes,Yes,Yes,,Yes,,,Facing west,1 to 4,3.0,4.0,2.0,3.0,0.0,3.0,Rarely,Sometimes,Sometimes,Sometimes,Never,Rarely,3 = Neutral,Rarely,Never,Rarely,Never,Never,4,,,Yes,,,,,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,1 - 5 years,1 - 5 years,21 - 30,Male
13958163,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,6 - 10 feet,Yes,Yes,Yes,,Yes,,,Facing north (or northeast or northwest),1 to 4,3.0,2.0,2.0,4.0,2.0,2.0,Never,Never,Rarely,,Never,Never,3 = Neutral,Never,Rarely,Never,Never,Never,,,,,,,,Yes,More than 40 hours,All day,Typing,Less than 1 year,Less than 1 year,I prefer not to answer,Male
13958168,B,Break room,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,6 - 10 feet,No,Yes,,,,,,Facing east,1 to 4,4.0,,4.0,1.0,0.0,4.0,Always,Sometimes,Rarely,Always,Never,Never,3 = Neutral,Never,Never,Never,Rarely,Never,4,,,Yes,,,,,21 - 40 hours,All day,Typing,5+ years,5+ years,41 - 50,Female
13958209,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,6 - 10 feet,Yes,,Yes,,Yes,,,Facing west,1 to 4,4.0,4.0,2.0,2.0,2.0,4.0,Never,Rarely,Rarely,Sometimes,Never,Sometimes,3 = Neutral,Rarely,Sometimes,Sometimes,Never,Rarely,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Male
13958224,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,16 feet or more,No,,,,Yes,,,I don’t know,1 to 4,3.0,2.0,3.0,3.0,1.0,,Always,Sometimes,Sometimes,Always,Always,Sometimes,3 = Neutral,Never,Never,Never,Always,Never,3 = Neutral,,,Yes,,,,,More than 40 hours,All day,"Reading, seated",5+ years,1 - 5 years,51 or above,Female
13953234,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,16 feet or more,Yes,Yes,Yes,Yes,Yes,,,Facing north (or northeast or northwest),1 to 4,5.0,5.0,0.0,0.0,,5.0,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,4,Never,Never,Never,Never,Never,5 = Greatly inrceases my productivity,Yes,,,,,,,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,5+ years,5+ years,51 or above,Male
13953251,B,Outside,Open Office: cubicles with high partitions (5 feet or higher),No,B,16 feet or more,Yes,,Yes,Yes,Yes,,,Facing south (or southeast or southwest),1 to 4,2.0,4.0,1.0,2.0,3.0,,Never,Rarely,Rarely,Sometimes,Always,Never,4,Never,Rarely,Never,Never,Sometimes,3 = Neutral,,,,,,,Yes,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,Less than 1 year,Less than 1 year,41 - 50,Male
13953258,B,Personal workspace,Enclosed Office: private,Yes,B,16 feet or more,No,Yes,,,,,,Facing south (or southeast or southwest),1 to 4,5.0,4.0,5.0,3.0,1.0,4.0,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,2,Sometimes,Rarely,Never,Never,Most of the time,2,,,,,,,Yes,More than 40 hours,All day,Typing,5+ years,1 - 5 years,31 - 40,Female
13953259,B,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,B,16 feet or more,No,,Yes,,,,,I don’t know,1 to 4,3.0,3.0,3.0,3.0,0.0,5.0,Never,Never,Rarely,Rarely,Never,Never,3 = Neutral,Never,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,Typing,5+ years,5+ years,41 - 50,Male
13953262,B,Outside,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,11 - 15 feet,No,Yes,,,,,,I don’t know,1 to 4,4.0,4.0,1.0,1.0,1.0,,Always,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,5 = Greatly increases my productivity,Rarely,Sometimes,Rarely,Never,Never,3 = Neutral,,Yes,Yes,,Yes,,,10 - 20 hours,Evenings only,Typing,1 - 5 years,1 - 5 years,41 - 50,Female
13953280,B,Personal workspace,Enclosed Office: private,No,B,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,I don’t know,1 to 4,5.0,3.0,3.0,3.0,1.0,,Never,Never,Most of the time,Most of the time,Sometimes,Never,3 = Neutral,Sometimes,Never,Never,Never,Never,3 = Neutral,,Yes,Yes,,,,,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Male
13953314,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,B,0 - 5 feet,Yes,Yes,Yes,,Yes,,,Facing west,1 to 4,1.0,1.0,5.0,1.0,1.0,1.0,Always,Always,Always,Always,Never,Always,1 = Greatly decreses my productivity,Sometimes,Sometimes,Never,Never,Always,1 = Greatly decreases my productivity,,,,,,,Yes,21 - 40 hours,All day,Typing,Less than 1 year,Less than 1 year,41 - 50,Female
13953322,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,16 feet or more,Yes,,,,Yes,,,Facing west,1 to 4,2.0,4.0,1.0,4.0,1.0,3.0,Never,Never,Most of the time,Sometimes,Most of the time,Sometimes,3 = Neutral,Most of the time,Always,Never,Never,Most of the time,2,,,,,,,Yes,21 - 40 hours,All day,Typing,Less than 1 year,Less than 1 year,51 or above,Male
13953361,B,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,B,16 feet or more,No,,Yes,,Yes,,,Facing north (or northeast or northwest),1 to 4,2.0,2.0,2.0,4.0,1.0,2.0,Rarely,Sometimes,Most of the time,Sometimes,Never,Sometimes,2,Sometimes,Sometimes,Never,Never,Rarely,2,,,Yes,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,51 or above,Male
13953362,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,16 feet or more,No,,,,Yes,,,Facing west,1 to 4,4.0,0.0,2.0,2.0,0.0,4.0,Never,Rarely,Most of the time,Most of the time,Never,Never,3 = Neutral,Never,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,"Reading, seated",5+ years,1 - 5 years,51 or above,Male
13953384,B,Outside,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,6 - 10 feet,Yes,Yes,Yes,Yes,Yes,,,I don’t know,1 to 4,4.0,3.0,2.0,1.0,0.0,,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,3 = Neutral,Never,Never,Never,Never,Never,3 = Neutral,,,,,,,,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Female
13953394,B,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),No,B,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,Facing east,1 to 4,4.0,5.0,1.0,,1.0,,Always,Most of the time,Most of the time,Most of the time,Never,Sometimes,3 = Neutral,Never,Sometimes,Never,Never,Never,5 = Greatly inrceases my productivity,,,,,,,Yes,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),Walking about,5+ years,5+ years,41 - 50,Female
13953415,B,Outside,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,16 feet or more,Yes,Yes,Yes,Yes,Yes,,,Facing south (or southeast or southwest),1 to 4,,5.0,1.0,1.0,0.0,5.0,Never,Never,Rarely,Never,Never,Never,5 = Greatly increases my productivity,Never,Never,Never,Never,Never,5 = Greatly inrceases my productivity,,,,,,,Yes,More than 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,Less than 1 year,Less than 1 year,21 - 30,Male
13953419,B,Personal workspace,Enclosed Office: private,Yes,B,11 - 15 feet,Yes,Yes,,,,,,Facing west,1 to 4,3.0,3.0,1.0,5.0,0.0,2.0,Never,Never,Sometimes,,,,2,Never,Never,Never,Never,Never,5 = Greatly inrceases my productivity,,Yes,,,,,,More than 40 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",Less than 1 year,Less than 1 year,51 or above,Female
13953452,B,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,B,16 feet or more,No,,Yes,,,,,Facing west,1 to 4,3.0,3.0,1.0,4.0,1.0,3.0,Sometimes,Sometimes,Most of the time,Always,Never,Most of the time,3 = Neutral,Sometimes,Rarely,Never,Never,Most of the time,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Male
13953453,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,11 - 15 feet,Yes,Yes,Yes,,Yes,,,Facing west,1 to 4,4.0,4.0,2.0,2.0,2.0,4.0,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,3 = Neutral,Rarely,Rarely,Rarely,Never,Rarely,3 = Neutral,,Yes,,,,,Yes,10 - 20 hours,All day,Typing,5+ years,1 - 5 years,41 - 50,Male
13953461,B,Break room,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,11 - 15 feet,Yes,Yes,Yes,,Yes,,,Facing south (or southeast or southwest),1 to 4,1.0,1.0,5.0,1.0,1.0,2.0,Always,Most of the time,Sometimes,Always,Never,Most of the time,3 = Neutral,Rarely,Sometimes,Never,Most of the time,Never,5 = Greatly inrceases my productivity,,Yes,Yes,Yes,Yes,,,21 - 40 hours,All day,"Reading, seated",5+ years,1 - 5 years,51 or above,Female
13953463,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,0 - 5 feet,Yes,Yes,Yes,Yes,,,,Facing east,1 to 4,3.0,4.0,4.0,3.0,1.0,3.0,Sometimes,Sometimes,Most of the time,Most of the time,Never,Never,3 = Neutral,Rarely,Never,Sometimes,Never,Rarely,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,"Reading, seated",Less than 1 year,5+ years,41 - 50,Female
13953492,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,16 feet or more,No,,,,Yes,,,Facing east,1 to 4,3.0,1.0,5.0,1.0,1.0,1.0,Always,Always,Rarely,Rarely,Never,Most of the time,3 = Neutral,Always,Always,Never,Never,Always,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,Typing,Less than 1 year,Less than 1 year,51 or above,Female
13953520,B,Outside,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,16 feet or more,No,Yes,Yes,Yes,Yes,,,Facing east,1 to 4,1.0,2.0,2.0,4.0,1.0,3.0,Rarely,Rarely,Rarely,Sometimes,Never,Rarely,3 = Neutral,Always,Always,Never,Never,Always,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,Typing,5+ years,1 - 5 years,31 - 40,Male
13953525,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,0 - 5 feet,Yes,,,,,Yes,The roof and air condition units,Facing north (or northeast or northwest),1 to 4,,4.0,2.0,2.0,4.0,4.0,Rarely,Sometimes,Sometimes,Sometimes,Never,Rarely,4,Rarely,Rarely,Never,Never,Never,4,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",5+ years,5+ years,51 or above,Male
13953530,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,B,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,Facing north (or northeast or northwest),1 to 4,4.0,4.0,1.0,4.0,1.0,3.0,Never,Never,Sometimes,Rarely,Always,Never,3 = Neutral,Most of the time,Most of the time,Never,Never,Most of the time,3 = Neutral,,,,,,,Yes,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Male
13953542,B,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,B,6 - 10 feet,Yes,,Yes,,,,,Facing north (or northeast or northwest),1 to 4,4.0,5.0,2.0,3.0,3.0,4.0,Never,Rarely,Rarely,Sometimes,Never,Rarely,4,Rarely,Never,Never,Never,Never,3 = Neutral,,Yes,,,,,,10 - 20 hours,All day,Typing,5+ years,5+ years,31 - 40,Male
13953546,B,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),No,B,16 feet or more,No,Yes,Yes,,Yes,,,Facing north (or northeast or northwest),1 to 4,2.0,2.0,1.0,5.0,0.0,1.0,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,2,Never,Sometimes,Never,Sometimes,Never,5 = Greatly inrceases my productivity,,,,,,,Yes,Less than 10 hours,All day,Typing,5+ years,5+ years,41 - 50,Male
13953547,B,Personal workspace,Enclosed Office: private,Yes,B,,No,,,,Yes,,,Facing east,1 to 4,4.0,4.0,1.0,1.0,0.0,,Never,Rarely,Rarely,Rarely,Never,Never,4,Never,Sometimes,Rarely,Never,Never,5 = Greatly inrceases my productivity,,,,,,,Yes,More than 40 hours,All day,Typing,Less than 1 year,Less than 1 year,51 or above,Male
